player_id,player_name,team,league,xp_per_90,prod_ratio_R_D,xpass_residual_p90,xpass_coe_pct,xpass_total_coe_pct,passes_total,xpv_per_pass,test_impact_v2_p90,threat_pass_pct,xp_pass_rating_old,xp_pass_rating_display_old,z_prod_pure,z_prod_ratio,z_productivity,z_prec_residual,z_prec_coe_stratum,z_precision,z_xpv_per_pass,z_test_impact_v2_p90,z_threat_pass_pct,z_lethality,composite_z,pass_grade_v2,pass_grade_v2_stored,rank_v2,rank_old,rank_delta
1086286,Máximo Perrone,Como,,19.427105118019053,1.0,1.994,3.16,3.34,59.611,0.3587,1.472222222222222,,0.7941,7.94,0.9137274561612808,0.0,0.6396092193128965,0.6284337571115576,-0.4126549492198427,0.31610714521213745,-0.2462950433888101,-0.03037433384315132,0.0,-0.09222312574398712,0.28783107959368226,7.51,0.751,11.0,8.0,-3.0
901850,Nicolò Fagioli,Fiorentina,,16.296013577103547,1.0,1.782,3.04,3.53,50.545,0.3696,1.6363636363636365,,0.7838,7.84,0.12447066066559528,0.0,0.0871294624659167,0.4405653050294488,0.705381607401684,0.5200101957411194,0.1976877525766857,0.4355199208665879,0.0,0.21106922448109122,0.2727362942293758,7.49,0.749,12.0,11.0,-1.0
100389,Marten de Roon,Atalanta,,18.21430736862983,1.0,1.099,2.51,1.94,56.5,0.3776,1.6176470588235294,,0.7824,7.82,0.608016539454119,0.0,0.4256115776178833,-0.16469013257470386,0.3495449180218061,-0.010419617395750855,0.5235466853953995,0.38239532711687996,0.0,0.30198067083742647,0.23905754368651966,7.44,0.744,13.0,12.0,-1.0
816763,Pablo Fornals,Real Betis,,15.625500065515029,1.0,1.528,2.92,3.1,49.351,0.3779,1.4324324324324325,,0.7741,7.74,-0.04454622644150528,0.0,-0.031182358509053692,0.21547763130843156,0.4997729148561565,0.30076621637274903,0.5357663953761023,-0.1433125253174867,0.0,0.1308179566862052,0.1334672715166335,7.28,0.728,14.0,16.0,2.0
826171,Senne Lynen,SV Werder Bremen,,16.032532246281214,1.0,1.299,2.37,2.48,52.387,0.3563,1.7096774193548387,,0.7685,7.69,0.05805470695733371,0.0,0.040638294870133596,0.012544256182002575,0.4990588301447302,0.15849862837082088,-0.3440527232344247,0.6436116475359499,0.0,0.09985297476717507,0.09966329933604318,7.23,0.723,15.0,17.0,2.0
296434,Laurent Abergel,Lorient,,16.99328788103897,1.0,1.979,2.66,3.34,59.25,0.3261,1.857142857142857,,0.7778,7.78,0.30023316250054477,0.0,0.21016321375038133,0.6151411779548047,-0.663178864279225,0.23164516528459575,-1.5741701946250686,1.0621732920366094,0.0,-0.17066563419615308,0.09038091494627465,7.21,0.721,16.0,14.0,-2.0
286167,Aleix Febas,Elche,,16.898664131522306,1.0,1.526,2.49,2.81,54.25,0.3519,1.3333333333333333,,0.7678,7.68,0.2763812768736326,0.0,0.19346689381154283,0.2137052874208645,0.6612375114486073,0.34796495462918736,-0.5232751362847178,-0.42459254936677615,0.0,-0.31595589521716466,0.07515865107452185,7.19,0.719,17.0,18.0,1.0
911848,Lucas Da Cunha,Como,,16.728729055007907,1.0,1.688,3.12,3.05,55.417,0.3412,1.2777777777777777,,0.7644,7.64,0.2335456036972258,0.0,0.16348192258805805,0.3572651423137967,0.9661424610898104,0.5399283379466009,-0.9591114589297466,-0.5822798355762262,0.0,-0.5137970981686576,0.06320438745533379,7.17,0.717,18.0,20.0,2.0
994546,Elliot Anderson,Nottingham Forest,,19.544834923916188,1.0,1.098,2.06,1.7,64.568,0.365,1.4594594594594597,,0.7804,7.8,0.9434037042436134,0.0,0.6603825929705294,-0.1655763045184873,-1.7356744848467631,-0.6366057586169701,0.010318866205925698,-0.06659979148586191,0.0,-0.018760308426645406,0.0016721753089712851,7.08,0.708,19.0,13.0,-6.0
1127057,Valentín Barco,RC Strasbourg,,16.128098341363533,1.0,1.759,2.74,2.98,59.0,0.3252,1.8148148148148147,,0.7669,7.67,0.08214413039867227,0.0,0.057500891279070585,0.42018335032242743,-0.7925292403689069,0.05636957311502708,-1.6108293245671743,0.9420305977817902,0.0,-0.22293290892846138,-0.036354148178121236,7.02,0.702,20.0,19.0,-1.0
117777,Granit Xhaka,Sunderland,,16.496736792321016,1.0,0.623,0.34,1.18,52.824,0.3805,1.588235294117647,,0.7623,7.62,0.1750671250467704,0.0,0.12254698753273928,-0.5865079778156652,-0.6762708185277475,-0.61343683002929,0.6416705485421837,0.29891382265305316,0.0,0.3135281237317456,-0.05912057292160169,6.98,0.698,21.0,21.0,0.0
149370,Moi Gómez,Osasuna,,11.671621550282545,1.0,1.33,3.65,3.92,33.962,0.3977,1.1153846153846154,,0.7423,7.42,-1.0412036048454543,0.0,-0.728842523391818,0.0400155864392922,1.1339025709665869,0.3681816817974807,1.3422672541024177,-1.0432119029576952,0.0,0.09968511704824083,-0.08699190818203216,6.94,0.694,22.0,27.0,5.0
979118,Tyler Morton,Olympique Lyonnais,,15.748858919152998,1.0,1.03,1.5,1.96,52.552,0.3476,1.5862068965517242,,0.7514,7.51,-0.013451059709376849,0.0,-0.009415741796563794,-0.22583599669576757,0.008947330852273672,-0.1554009984313552,-0.6984243126747751,0.2931564775176173,0.0,-0.13508927838571927,-0.09996867287121275,6.92,0.692,23.0,24.0,1.0
327755,Nadiem Amiri,1. FSV Mainz 05,,13.539939376026167,1.0,0.584,0.14,1.37,42.654,0.4079,1.7307692307692308,,0.7549,7.55,-0.5702552084652189,0.0,-0.3991786459256532,-0.6210686836232231,-1.0090699052549168,-0.7374690501127312,1.7577373934462768,0.7034780365931358,0.0,0.8204051433464709,-0.10541418423063786,6.91,0.691,24.0,23.0,-1.0
48480,Pascal Groß,Brighton & Hove Albion,,15.149342281920466,1.0,1.002,1.39,1.91,52.467,0.3446,1.7333333333333334,,0.7502,7.5,-0.16457170685920278,0.0,-0.11520019480144193,-0.2506488111217065,-0.047254406996851066,-0.18963048988424985,-0.8206214124817928,0.7107559113412641,0.0,-0.03662183371350954,-0.11381750613306711,6.9,0.69,25.0,25.0,0.0
814882,Nikola Moro,Bologna,,15.227285904029701,1.0,0.34,-0.99,0.76,44.633,0.4082,1.7,,0.7607,7.61,-0.14492439453652506,0.0,-0.10144707617556753,-0.8372946379064048,-1.5855289249160767,-1.0617649240093063,1.7699571034269794,0.6161435396155939,0.0,0.7953668810141911,-0.12261503972356091,6.89,0.689,26.0,22.0,-4.0
991421,Azzedine Ounahi,Girona FC,,12.516743061383202,1.0,0.606,0.66,1.56,38.917,0.3851,1.75,,0.7407,7.41,-0.8281731370550601,0.0,-0.5797211959385421,-0.6015729008599853,-0.0037063005236170066,-0.4222129207590748,0.8290394349129437,0.758062097204099,0.0,0.5290338440390142,-0.1576334242195342,6.84,0.684,27.0,28.0,1.0
359272,Sofyan Amrabat,Real Betis,,15.965081726428854,1.0,1.545,3.16,2.93,52.706,0.3351,0.8823529411764706,,0.7322,7.32,0.04105239946886418,0.0,0.028736679628204923,0.23054255435275153,0.9359791610507646,0.4421735363621555,-1.2075788952040154,-1.7046422844787819,0.0,-0.9707403932275991,-0.16661005907907955,6.82,0.682,28.0,30.0,2.0
44241,Nemanja Matić,Sassuolo,,14.751517470260156,1.0,1.239,2.61,2.46,50.441,0.3403,1.4411764705882353,,0.7451,7.45,-0.2648517312266425,0.0,-0.18539621185864974,-0.040626060445009216,0.1547631322067216,0.017990697350510045,-0.9957705888718523,-0.11849369966607895,0.0,-0.37142142951264373,-0.17960898134026115,6.8,0.68,29.0,26.0,-3.0
1398526,Miguel Román,Celta Vigo,,12.909815959072985,1.0,0.718,2.11,1.86,38.684,0.3827,1.4210526315789473,,0.7306,7.31,-0.7290909315133689,0.0,-0.5103636520593582,-0.5023216431562297,0.3701021391529841,-0.24059450846346556,0.7312817550673292,-0.17561262377290762,0.0,0.18522304376480717,-0.18857837225267218,6.79,0.679,30.0,32.0,2.0
1142562,Mateus Fernandes,West Ham United,,12.562106115865054,1.0,1.503,3.08,3.53,42.556,0.3463,1.1388888888888888,,0.7316,7.32,-0.8167384349563236,0.0,-0.5717169044694265,0.19332333271384314,0.7172503814265473,0.3505014473276544,-0.751376389257817,-0.9764980510998511,0.0,-0.5759581467858893,-0.2657245346425538,6.67,0.667,31.0,30.0,-1.0
927361,James Garner,Everton,,13.895689708050565,1.0,1.156,1.92,2.43,47.526,0.3509,1.2105263157894737,,0.7371,7.37,-0.48058093245602723,0.0,-0.33640665271921905,-0.11417833177904257,-0.06183385022014244,-0.09847498731137254,-0.564007502887057,-0.7731644451981918,0.0,-0.44572398269508295,-0.29353520757522483,6.63,0.663,32.0,29.0,-3.0
913679,Pathé Ismaël Ciss,Rayo Vallecano,,12.004979637559703,1.0,1.694,2.92,4.17,40.655,0.3303,1.0,,0.7177,7.18,-0.9571737602117802,0.0,-0.6700216321482462,0.3625821739764979,1.0301800245263673,0.5628615291414587,-1.4030942548952448,-1.370716266623476,0.0,-0.924603507172907,-0.3439212033932315,6.56,0.656,33.0,35.0,2.0
1389846,Lamine Camara,AS Monaco,,16.058543054357358,1.0,0.136,0.55,0.26,52.087,0.3671,1.3478260869565217,,0.7283,7.28,0.06461127253906952,0.0,0.045227890777348664,-1.0180737144382457,-0.9408221851995415,-0.9948982556666345,0.09585683607083763,-0.3834567355730064,0.0,-0.0958666331673896,-0.3485123326855584,6.55,0.655,34.0,33.0,-1.0
1035996,André,Wolverhampton,,10.84669826638384,1.0,1.812,5.02,4.83,37.543,0.3201,1.0571428571428572,,0.7067,7.07,-1.2491426890503514,0.0,-0.8743998823352459,0.4671504633429548,1.619058897063685,0.812722993459174,-1.8185643942391039,-1.20852362937947,0.0,-1.0090293412061913,-0.35690207669408774,6.54,0.654,35.0,38.0,3.0
147289,Maximilian Arnold,VfL Wolfsburg,,12.43359168961792,1.0,1.068,1.37,2.56,41.76,0.3581,1.2,,0.722,7.22,-0.8491331710760867,0.0,-0.5943932197532606,-0.19216146283199328,-0.17363342757079897,-0.186603052253635,-0.27073446335021545,-0.803042036269456,0.0,-0.3579254998732238,-0.37964059062670646,6.51,0.651,36.0,34.0,-2.0
368120,Nabil Bentaleb,Lille,,10.891450898367799,1.0,0.982,2.62,2.79,35.269,0.3598,1.153846153846154,,0.7022,7.02,-1.2378618566479458,0.0,-0.866503299653562,-0.26837224999737713,0.6752419869361806,0.014712021082690263,-0.2014894401262374,-0.934043781735768,0.0,-0.3785110739540018,-0.4101007841749578,6.46,0.646,37.0,39.0,2.0
1109771,Adam Wharton,Crystal Palace,,12.087761609319303,1.0,-0.392,-2.27,-1.05,37.206,0.4202,1.3235294117647058,,0.7118,7.12,-0.936306841151122,0.0,-0.6554147888057853,-1.4859725007559508,-1.1811199608793879,-1.394516738792982,2.2587455026550503,-0.4524197175213849,0.0,0.6021085950445552,-0.48260764418473734,6.36,0.636,38.0,36.0,-2.0
1151803,Kévin Danois,Auxerre,,13.817065479926715,1.0,0.33,0.31,0.71,46.152,0.3582,1.2424242424242424,,0.7104,7.1,-0.500399805691272,0.0,-0.3502798639838903,-0.8461563573442402,-1.2195614866046405,-0.9581778961223604,-0.2666612266899797,-0.682626290436785,0.0,-0.31642917237558826,-0.5416289774939463,6.28,0.628,39.0,37.0,-2.0
96365,Iñigo Ruiz de Galarreta,Athletic Club,,12.29625215993869,1.0,-0.853,-1.51,-2.29,37.265,0.4119,1.5,,0.6958,6.96,-0.8837524582074424,0.0,-0.6186267207452096,-1.894497766840159,-1.279496430301263,-1.7099973658784904,1.9206668598556338,0.04846930926157403,0.0,0.6563787230390693,-0.5574151211948769,6.26,0.626,40.0,41.0,1.0
51665,Benjamin André,Lille,,16.29746638066473,1.0,-0.723,-1.75,-1.36,53.259,0.3713,1.259259259259259,,0.6996,7.0,0.12483687004280446,0.0,0.08738580902996311,-1.7792954141483,-2.326340133979107,-1.943408830097542,0.26693277580066377,-0.6348422643127098,0.0,-0.12263649617068202,-0.6595531724127537,6.13,0.613,41.0,40.0,-1.0
1012657,Lucas Gourna-Douath,Le Havre,,11.10623028379579,1.0,0.41,0.71,1.11,36.867,0.3485,1.0,,0.656,6.56,-1.1837222419907951,0.0,-0.8286055693935566,-0.7752626018415577,-0.08777967488124289,-0.5690177237534632,-0.6617651827326716,-1.370716266623476,0.0,-0.6774938164520492,-0.6917057031996897,6.09,0.609,42.0,43.0,1.0
1112327,Ísak Bergmann Jóhannesson,1. FC Köln,,9.246110680203401,1.0,0.09,-0.16,0.31,29.323,0.3842,1.129032258064516,,0.6607,6.61,-1.6526041058346004,0.0,-1.1568228740842201,-1.0588376238522879,-0.44265653670590066,-0.8739832977083717,0.792380304970838,-1.0044748276853988,0.0,-0.07069817423818692,-0.7005014486769262,6.08,0.608,43.0,42.0,-1.0
1138804,Hakon Arnar Haraldsson,Lille,,11.278386166359958,1.0,0.026,-0.2,0.07,37.969,0.3514,1.09375,,0.6523,6.52,-1.1403267684242198,0.0,-0.7982287378969538,-1.1155526282544341,-0.5017769965927326,-0.9314199387559237,-0.5436413195858874,-1.1046189711450292,0.0,-0.5494200969103055,-0.7596895911877276,6.01,0.601,44.0,45.0,1.0
1126569,Bilal El Khannouss,VfB Stuttgart,,11.560147683444269,1.0,-0.775,-2.04,-2.0,38.72,0.3874,1.24,,0.6533,6.53,-1.069302913272753,0.0,-0.748512039290927,-1.8253763552250437,-1.3319497187616594,-1.6773483642860283,0.9227238780983249,-0.689507190198652,0.0,0.07773889596655763,-0.7827071692034658,5.98,0.598,45.0,44.0,-1.0
